0,0,329000,21,200,200,200,200
0,0,330000,21,200,200,200,200
0,0,331000,21,200,200,200,200
0,0,332000,21,200,200,200,200
0,0,333000,21,200,200,200,200
0,0,334000,23,200,200,200,7
0,0,335000,27,200,200,200,6
0,0,336000,31,200,200,15,7
0,0,337000,35,200,200,19,7
0,0,338000,39,200,200,20,7
0,0,339000,43,200,128,26,7
0,0,340000,48,200,143,41,2
0,0,341000,52,200,161,53,1
0,0,342000,55,200,171,53,7
0,0,343000,59,200,180,62,7
0,0,344000,63,200,182,66,1
0,0,345000,67,200,189,66,6
0,0,346000,71,200,193,57,7
0,0,347000,75,200,192,62,3
0,0,348000,78,200,194,73,7
0,0,349000,83,200,194,57,1
0,0,350000,88,200,199,45,2
0,0,351000,92,200,198,49,1
0,0,352000,95,200,199,57,5
0,0,353000,99,200,189,55,6
0,0,354000,103,200,198,58,7
0,0,355000,107,200,197,66,7
0,0,356000,111,200,194,75,7
0,0,357000,115,200,195,84,7
0,0,358000,119,200,198,83,7
0,0,359000,123,200,195,84,7
0,0,360000,128,200,194,94,4
0,0,361000,132,200,197,108,6
0,0,362000,136,200,199,123,7
0,0,363000,140,200,199,116,1
0,0,364000,143,200,200,133,7
0,0,365000,147,200,200,151,7
0,0,366000,151,200,200,158,7
0,0,367000,155,200,200,161,7
0,0,368000,159,200,200,170,7
0,0,369000,163,200,200,179,7
0,0,370000,167,200,200,188,7
0,0,371000,171,200,200,190,7
0,0,372000,175,200,200,195,7
0,0,373000,179,200,200,195,7
0,0,374000,183,200,200,199,7
0,0,375000,188,200,200,196,3
0,0,376000,191,200,200,199,7
0,0,377000,195,200,200,200,7
0,0,378000,199,200,200,200,7
0,0,379000,203,200,200,200,7
0,0,380000,207,200,200,200,7
0,0,381000,211,200,200,200,7
0,0,382000,215,200,200,200,7
0,0,383000,219,200,200,200,7
0,0,384000,224,200,200,200,7
0,0,385000,226,200,200,200,7
0,0,386000,231,200,200,200,7
0,0,387000,235,200,200,200,7
0,0,388000,239,200,200,200,7
0,0,389000,243,200,200,197,7
0,0,390000,246,200,200,199,7
0,0,391000,252,200,200,199,7
0,0,392000,255,200,200,199,7
0,0,393000,260,200,200,200,7
0,0,394000,263,200,200,200,7
0,0,395000,267,200,200,199,5
0,0,396000,271,200,200,198,5
0,0,397000,275,200,200,198,5
0,0,398000,280,200,200,200,5
0,0,399000,283,200,200,200,5
0,0,400000,287,200,200,200,5
0,0,401000,291,200,200,200,5
0,0,402000,295,200,200,200,5
0,0,403000,298,200,200,200,5
0,0,404000,303,200,200,200,6
0,0,405000,307,200,200,200,6
0,0,406000,311,200,200,200,6
0,0,407000,316,200,200,200,7
0,0,408000,319,200,200,200,7
0,0,409000,323,200,200,200,7
0,0,410000,327,200,200,200,7
0,0,411000,331,200,200,200,7
0,0,412000,335,200,200,200,7
0,0,413000,340,200,200,200,7
0,0,414000,343,200,200,200,7
0,0,415000,347,200,200,200,7
0,0,416000,351,200,200,199,7
0,0,417000,355,200,200,200,7
0,0,418000,360,200,200,200,7
0,0,419000,363,200,200,200,7
0,0,420000,366,200,200,200,7
0,0,421000,371,200,200,200,7
0,0,422000,374,200,200,200,7
0,0,423000,379,200,200,200,7
0,0,424000,383,200,200,200,7
0,0,425000,387,200,200,200,7
0,0,426000,391,200,200,200,7
0,0,427000,395,200,200,200,7
0,0,428000,399,200,200,200,7
0,0,429000,403,200,200,200,7
0,0,430000,407,200,200,200,7
0,0,431000,411,200,200,200,7
0,0,432000,416,200,200,200,7
0,0,433000,419,200,200,192,7
0,0,434000,421,200,200,200,7
0,0,435000,421,200,200,200,8
0,0,436000,421,200,200,200,8
0,0,437000,421,200,200,200,10
0,0,438000,421,200,200,200,14
0,0,439000,421,200,200,200,18
0,0,440000,421,200,200,200,22
0,0,441000,421,200,200,200,24
0,0,442000,421,200,200,200,30
0,0,443000,421,200,200,200,37
0,0,444000,421,200,200,200,47
0,0,445000,421,200,200,200,59
0,0,446000,421,200,200,200,70
0,0,447000,421,200,200,200,90
0,0,448000,421,200,200,200,125
0,0,449000,421,200,200,200,157
0,0,450000,421,200,200,200,184
0,0,451000,421,200,200,200,192
0,0,452000,421,200,200,200,194
0,0,453000,421,200,200,200,198
0,0,454000,421,200,200,200,200
0,0,455000,421,200,200,200,200
0,0,456000,421,200,200,200,200
0,0,457000,421,200,200,200,200
0,0,458000,421,200,200,200,200
0,0,459000,421,200,200,200,200
0,0,460000,421,200,200,200,200
0,0,461000,421,200,200,200,200

