0,0,407000,101,280,200,200,200
0,0,408000,101,280,200,200,200
0,0,409000,101,280,200,200,200
0,0,410000,101,280,200,200,200
0,0,411000,101,280,200,200,200
0,0,412000,101,280,200,200,200
0,0,413000,101,280,200,200,200
0,0,414000,101,280,200,200,200
0,0,415000,101,280,201,200,200
0,0,416000,101,280,211,200,200
0,0,417000,101,280,212,200,200
0,0,418000,101,280,222,200,200
0,0,419000,101,280,248,201,200
0,0,420000,101,280,273,211,200
0,0,421000,101,280,276,212,200
0,0,422000,101,280,280,222,200
0,0,423000,101,280,280,246,201
0,0,424000,101,280,280,275,211
0,0,425000,101,280,280,276,213
0,0,426000,101,280,280,280,223
0,0,427000,101,280,280,280,249
0,0,428000,101,280,280,280,274
0,0,429000,101,280,280,280,276
0,0,430000,101,280,280,280,280
0,0,431000,101,280,280,280,280
0,0,432000,101,280,280,280,280
0,0,433000,101,280,280,280,280
0,0,434000,101,280,280,280,280
0,0,435000,101,280,280,280,280
0,0,436000,101,280,280,280,280

